running,indoor_temperature,out_door_temperature,date_time
False,19.0,10.0,2022-12-20 08:43:35.606617
False,19.0,10.0,2022-12-20 08:44:39.286599
False,20.5,10.0,2022-12-20 10:32:28.171560
False,20.5,10.0,2022-12-20 10:33:28.024924
False,20.5,10.0,2022-12-20 10:34:28.027576
False,20.5,10.0,2022-12-20 10:35:27.983238
False,20.5,10.0,2022-12-20 10:36:28.029788
False,21.0,10.0,2022-12-20 10:37:28.031515
False,21.0,10.0,2022-12-20 10:38:28.032952
False,21.0,10.0,2022-12-20 10:39:28.023474
False,21.0,10.0,2022-12-20 10:40:28.031493
False,20.5,10.0,2022-12-20 10:41:28.554191
False,20.5,10.0,2022-12-20 10:42:28.039402
False,20.5,10.0,2022-12-20 10:43:28.018084
False,20.5,10.0,2022-12-20 10:44:28.038172
False,21.0,10.0,2022-12-20 10:45:28.020420
False,21.0,10.0,2022-12-20 10:46:28.055607
False,21.0,10.0,2022-12-20 10:47:28.052749
False,21.0,10.0,2022-12-20 10:48:28.011179
False,21.0,10.0,2022-12-20 10:49:28.014680
False,21.0,10.0,2022-12-20 10:50:27.969981
False,21.0,10.0,2022-12-20 10:51:28.046938
False,21.0,10.0,2022-12-20 10:52:28.038835
False,21.0,10.0,2022-12-20 10:53:28.018440
False,21.0,10.0,2022-12-20 10:54:28.016774
False,20.5,10.0,2022-12-20 10:55:28.018144
False,20.5,10.0,2022-12-20 10:56:28.036789
False,20.5,10.0,2022-12-20 10:57:28.055335
False,21.0,10.0,2022-12-20 10:58:28.020156
False,21.0,10.0,2022-12-20 10:59:28.010946
False,21.0,10.0,2022-12-20 11:00:28.010598
False,21.0,10.0,2022-12-20 11:01:28.212383
False,21.0,10.0,2022-12-20 11:02:28.091670
False,21.0,10.0,2022-12-20 11:03:28.145109
False,21.0,10.0,2022-12-20 11:04:28.037401
False,21.0,10.0,2022-12-20 11:05:28.037065
False,21.0,10.0,2022-12-20 11:06:28.022425
False,21.0,10.0,2022-12-20 11:07:28.024057
False,21.0,10.0,2022-12-20 11:08:28.033633
False,20.5,10.0,2022-12-20 11:09:28.018188
False,20.5,10.0,2022-12-20 11:10:27.981690
False,20.5,10.0,2022-12-20 11:11:28.046583
False,20.5,10.0,2022-12-20 11:12:28.049969
False,20.5,10.0,2022-12-20 11:13:28.015967
False,20.5,10.0,2022-12-20 11:14:28.028993
False,20.5,10.0,2022-12-20 11:15:28.027608
False,20.5,10.0,2022-12-20 11:16:28.055609
False,20.5,10.0,2022-12-20 11:17:28.051866
False,20.5,10.0,2022-12-20 11:18:28.022320
False,20.5,10.0,2022-12-20 11:19:28.020728
False,20.5,10.0,2022-12-20 11:20:28.018918
False,20.5,10.0,2022-12-20 11:21:28.008365
False,20.5,10.0,2022-12-20 11:22:28.060318
False,20.5,10.0,2022-12-20 11:23:28.024138
False,20.5,10.0,2022-12-20 11:24:28.023537
False,20.5,10.0,2022-12-20 11:25:28.024743
False,20.5,10.0,2022-12-20 11:26:28.051793
False,20.5,10.0,2022-12-20 11:27:28.017147
False,20.5,10.0,2022-12-20 11:28:28.019706
False,20.5,10.0,2022-12-20 11:29:28.006861
False,20.5,10.0,2022-12-20 11:30:28.010057
False,20.5,10.0,2022-12-20 11:31:28.071975
False,20.5,10.0,2022-12-20 11:32:28.017854
False,20.5,10.0,2022-12-20 11:33:28.023275
False,20.5,10.0,2022-12-20 11:34:28.021270
False,20.0,10.0,2022-12-20 11:35:28.034108
False,20.0,10.0,2022-12-20 11:42:35.262403
False,20.0,10.0,2022-12-20 11:43:35.260108
False,20.0,10.0,2022-12-20 11:44:35.258519
False,20.0,10.0,2022-12-20 11:45:35.251907
False,20.0,10.0,2022-12-20 11:46:35.254627
False,20.0,10.0,2022-12-20 11:47:35.283983
False,20.0,10.0,2022-12-20 11:48:35.249216
False,20.0,10.0,2022-12-20 11:49:35.255270
False,20.0,10.0,2022-12-20 11:50:35.255719
False,20.0,10.0,2022-12-20 11:51:35.254689
False,20.0,10.0,2022-12-20 11:52:35.259890
False,20.0,10.0,2022-12-20 11:53:35.260184
False,20.0,10.0,2022-12-20 11:54:35.260813
False,20.0,10.0,2022-12-20 11:55:35.251809
False,20.0,10.0,2022-12-20 11:56:35.286642
False,20.0,10.0,2022-12-20 11:57:35.253619
False,20.0,10.0,2022-12-20 11:58:35.259416
False,20.0,10.0,2022-12-20 11:59:35.270861
False,20.0,10.0,2022-12-20 12:00:35.281793
False,20.0,10.0,2022-12-20 12:01:35.252339
False,20.0,10.0,2022-12-20 12:02:35.253595
False,20.0,10.0,2022-12-20 12:03:35.256654
False,20.0,10.0,2022-12-20 12:04:35.259049
False,20.0,10.0,2022-12-20 12:05:35.263066
False,20.0,10.0,2022-12-20 12:06:35.258486
False,20.0,10.0,2022-12-20 12:07:35.286872
False,20.0,10.0,2022-12-20 12:08:35.254362
False,20.0,10.0,2022-12-20 12:09:35.254116
False,20.0,10.0,2022-12-20 12:10:35.255618
False,20.0,10.0,2022-12-20 12:11:35.286873
False,20.0,10.0,2022-12-20 12:12:35.253471
False,20.0,10.0,2022-12-20 12:13:35.256981
False,20.0,10.0,2022-12-20 12:14:35.244078
False,20.0,10.0,2022-12-20 12:15:35.262611
False,20.0,10.0,2022-12-20 12:16:35.257987
False,20.0,10.0,2022-12-20 12:17:35.257273
False,20.0,10.0,2022-12-20 12:18:35.249066
False,20.0,10.0,2022-12-20 12:19:35.259105
False,20.0,10.0,2022-12-20 12:20:35.263279
False,20.0,10.0,2022-12-20 12:21:35.305998
False,20.0,10.0,2022-12-20 12:22:35.261253
False,20.0,10.0,2022-12-20 12:23:35.263145
False,20.0,10.0,2022-12-20 12:24:35.532547
False,20.0,10.0,2022-12-20 12:25:31.629233
False,20.0,10.0,2022-12-20 12:26:35.434763
False,20.0,10.0,2022-12-20 12:27:35.842860
False,20.0,10.0,2022-12-20 12:28:35.297114
False,20.0,10.0,2022-12-20 12:29:35.243663
False,20.0,10.0,2022-12-20 12:30:35.221199
False,20.0,10.0,2022-12-20 12:31:35.292671
False,20.0,10.0,2022-12-20 12:32:35.256959
False,20.0,10.0,2022-12-20 12:33:35.279985
False,20.0,10.0,2022-12-20 12:34:35.255812
False,20.0,10.0,2022-12-20 12:35:35.289413
False,20.0,10.0,2022-12-20 12:36:35.233409
False,20.0,10.0,2022-12-20 12:37:35.245108
False,20.0,10.0,2022-12-20 12:38:35.245997
False,20.0,10.0,2022-12-20 12:39:35.257093
False,20.0,10.0,2022-12-20 12:40:35.255401
False,20.0,10.0,2022-12-20 12:41:35.283594
False,20.0,10.0,2022-12-20 12:42:35.294254
False,20.0,10.0,2022-12-20 12:43:35.262710
False,20.0,10.0,2022-12-20 12:44:35.249109
False,20.0,10.0,2022-12-20 12:45:35.262688
False,20.0,10.0,2022-12-20 12:46:35.244500
False,20.0,10.0,2022-12-20 12:47:35.261780
False,20.0,10.0,2022-12-20 12:48:35.254759
False,20.0,10.0,2022-12-20 12:49:35.253585
False,20.0,10.0,2022-12-20 12:50:35.256892
False,20.0,10.0,2022-12-20 12:51:35.292095
False,20.0,10.0,2022-12-20 12:52:35.290626
False,20.0,10.0,2022-12-20 12:53:35.247390
False,20.0,10.0,2022-12-20 12:54:35.260986
False,20.0,10.0,2022-12-20 12:55:35.261749
False,20.0,10.0,2022-12-20 12:56:35.240477
False,20.0,10.0,2022-12-20 12:57:35.252654
False,20.0,10.0,2022-12-20 12:58:35.217801
False,20.0,10.0,2022-12-20 12:59:35.234907
False,20.0,10.0,2022-12-20 13:00:35.254690
False,20.0,10.0,2022-12-20 13:01:35.252692
False,20.0,10.0,2022-12-20 13:02:35.251872
False,20.0,10.0,2022-12-20 13:03:35.252339
False,20.0,10.0,2022-12-20 13:04:35.250571
False,20.0,10.0,2022-12-20 13:05:35.249726
False,20.0,10.0,2022-12-20 13:06:35.253356
False,20.0,10.0,2022-12-20 13:07:35.263362
False,20.0,10.0,2022-12-20 13:08:35.246510
False,20.0,10.0,2022-12-20 13:09:35.237495
False,20.0,10.0,2022-12-20 13:10:35.258032
False,20.0,10.0,2022-12-20 13:11:35.289034
False,20.0,10.0,2022-12-20 13:12:35.249812
False,20.0,10.0,2022-12-20 13:13:35.254827
False,20.0,10.0,2022-12-20 13:14:35.258875
False,20.0,10.0,2022-12-20 13:15:35.258470
False,20.0,10.0,2022-12-20 13:16:35.279098
False,20.0,10.0,2022-12-20 13:17:35.291049
False,20.0,10.0,2022-12-20 13:18:35.259103
False,20.0,10.0,2022-12-20 13:19:35.261161
False,20.0,10.0,2022-12-20 13:20:35.252479
False,20.0,10.0,2022-12-20 13:21:35.293186
False,20.0,10.0,2022-12-20 13:22:35.304326
False,20.0,10.0,2022-12-20 13:23:35.258585
False,20.0,10.0,2022-12-20 13:24:35.272121
False,20.0,10.0,2022-12-20 13:25:35.265596
False,20.0,10.0,2022-12-20 13:50:35.693611
False,20.0,10.0,2022-12-20 13:51:35.582183
False,20.0,10.0,2022-12-20 13:52:35.581938
False,20.0,10.0,2022-12-20 13:53:35.599598
False,20.0,10.0,2022-12-20 14:40:35.553684
False,19.5,10.0,2022-12-20 17:46:16.367697
False,19.5,10.0,2022-12-20 17:47:16.302784
